,TF,gene_id,effect,ev_level
1884,fnr,b2482,-,weak
1885,fnr,b2483,-,weak
1886,fnr,b2484,-,weak
1887,fnr,b2485,-,weak
1888,fnr,b2486,-,weak
1889,fnr,b2487,-,weak
1890,fnr,b2488,-,weak
1891,fnr,b2489,-,weak
1892,fnr,b2490,-,weak
1893,fnr,b2491,-,weak
1894,fnr,b2492,-,weak
1895,fnr,b2497,+,weak
1896,fnr,b2498,+,weak
1897,fnr,b2499,-,strong
1898,fnr,b2500,-,strong
1899,fnr,b2503,+,strong
1900,fnr,b2552,-,strong
1901,fnr,b2579,+-,strong
1902,fnr,b2606,-,weak
1903,fnr,b2607,-,weak
1904,fnr,b2608,-,weak
1905,fnr,b2609,-,weak
1906,fnr,b2710,-,weak
1907,fnr,b2711,-,weak
1908,fnr,b2727,+,strong
1909,fnr,b2728,+,strong
1910,fnr,b2729,+,strong
1911,fnr,b2730,+,strong
1912,fnr,b2731,+,strong
1913,fnr,b2732,-,weak
1914,fnr,b2866,+,weak
1915,fnr,b2867,+,weak
1916,fnr,b2868,+,weak
1917,fnr,b2903,+,weak
1918,fnr,b2904,+,weak
1919,fnr,b2905,+,weak
1920,fnr,b2957,+,strong
1921,fnr,b3071,+,weak
1922,fnr,b3072,+,weak
1923,fnr,b3092,+,weak
1924,fnr,b3113,+,weak
1925,fnr,b3114,+,weak
1926,fnr,b3115,+,weak
1927,fnr,b3116,+,weak
1928,fnr,b3117,+,weak
1929,fnr,b3118,+,weak
1930,fnr,b3125,+,weak
1931,fnr,b3126,+,weak
1932,fnr,b3127,+,weak
1933,fnr,b3212,-,weak
1934,fnr,b3213,-,weak
1935,fnr,b3214,-,weak
1936,fnr,b3230,-,weak
1937,fnr,b3231,-,weak
1938,fnr,b3265,+,weak
1939,fnr,b3311,+,weak
1940,fnr,b3312,+,weak
1941,fnr,b3313,+,weak
1942,fnr,b3314,+,weak
1943,fnr,b3315,+,weak
1944,fnr,b3316,+,weak
1945,fnr,b3317,+,weak
1946,fnr,b3318,+,weak
1947,fnr,b3319,+,weak
1948,fnr,b3320,+,weak
1949,fnr,b3321,+,weak
1950,fnr,b3366,+,strong
1951,fnr,b3367,+,strong
1952,fnr,b3368,+,strong
1953,fnr,b3408,+,weak
1954,fnr,b3409,+,weak
1955,fnr,b3410,+,weak
1956,fnr,b3416,+,weak
1957,fnr,b3476,+,strong
1958,fnr,b3477,+,strong
1959,fnr,b3478,+,strong
1960,fnr,b3479,+,strong
1961,fnr,b3480,+,strong
1962,fnr,b3481,+,strong
1963,fnr,b3493,+,weak
1964,fnr,b3515,-,weak
1965,fnr,b3516,-,weak
1966,fnr,b3517,-,weak
1967,fnr,b3518,+,strong
1968,fnr,b3531,+,weak
1969,fnr,b3532,+,weak
1970,fnr,b3540,-,weak
1971,fnr,b3541,-,weak
1972,fnr,b3542,-,weak
1973,fnr,b3543,-,weak
1974,fnr,b3544,-,weak
1975,fnr,b3724,+,weak
1976,fnr,b3725,+,weak
1977,fnr,b3726,+,weak
1978,fnr,b3728,+,weak
1979,fnr,b3745,+,strong
1980,fnr,b3746,+,strong
1981,fnr,b3908,-,weak
1982,fnr,b3942,+,weak
1983,fnr,b4040,-,weak
1984,fnr,b4062,-,weak
1985,fnr,b4063,-,weak
1986,fnr,b4070,+,strong
1987,fnr,b4071,+,strong
1988,fnr,b4072,+,strong
1989,fnr,b4073,+,strong
1990,fnr,b4074,+,strong
1991,fnr,b4075,+,strong
1992,fnr,b4076,+,strong
1993,fnr,b4079,+,weak
1994,fnr,b4123,+,weak
1995,fnr,b4124,+,weak
1996,fnr,b4125,+,weak
1997,fnr,b4133,+,weak
1998,fnr,b4138,+,weak
1999,fnr,b4139,+,weak
2000,fnr,b4151,+,weak
2001,fnr,b4152,+,weak
2002,fnr,b4153,+,weak
2003,fnr,b4154,+,weak
2004,fnr,b4209,-,weak
2005,fnr,b4237,+,strong
2006,fnr,b4238,+,strong
2007,fnr,b4326,+,weak
2008,fnr,b4401,+-,weak
2009,fnr,b4471,+,weak
2010,fnrS,b0887,-,weak
2011,fnrS,b1656,-,weak
2012,fnrS,b1841,-,weak
2013,fnrS,b3908,-,weak
2014,fucR,b2799,+,weak
2015,fucR,b2800,+,weak
2016,fucR,b2801,+,weak
2017,fucR,b2802,+,weak
2018,fucR,b2803,+,weak
2019,fucR,b2804,+,weak
2020,fucR,b2805,+,weak
2021,fur,b0116,+-,weak
2022,fur,b0150,-,strong
2023,fur,b0151,-,strong
2024,fur,b0152,-,strong
2025,fur,b0153,-,strong
2026,fur,b0167,-,weak
2027,fur,b0428,-,weak
2028,fur,b0429,-,weak
2029,fur,b0430,-,weak
2030,fur,b0431,-,weak
2031,fur,b0432,-,weak
2032,fur,b0450,+-,weak
2033,fur,b0451,+-,weak
2034,fur,b0583,-,strong
2035,fur,b0584,-,strong
2036,fur,b0585,-,strong
2037,fur,b0586,-,strong
2038,fur,b0587,-,strong
2039,fur,b0588,-,strong
2040,fur,b0589,-,strong
2041,fur,b0590,-,strong
2042,fur,b0591,+-,strong
2043,fur,b0592,-,strong
2044,fur,b0593,-,strong
2045,fur,b0594,-,strong
2046,fur,b0595,-,strong
2047,fur,b0596,-,strong
2048,fur,b0597,-,strong
2049,fur,b0683,-,strong
2050,fur,b0721,+,weak
2051,fur,b0722,+,weak
2052,fur,b0723,+,weak
2053,fur,b0724,+,weak
2054,fur,b0726,+,weak
2055,fur,b0727,+,weak
2056,fur,b0728,+,weak
2057,fur,b0729,+,weak
2058,fur,b0755,-,strong
2059,fur,b0805,-,weak
2060,fur,b0928,-,weak
2061,fur,b0929,+,weak
2062,fur,b1062,-,strong
2063,fur,b1102,-,weak
2064,fur,b1109,-,weak
2065,fur,b1243,-,strong
2066,fur,b1244,-,strong
2067,fur,b1245,-,strong
2068,fur,b1246,-,strong
2069,fur,b1247,-,strong
2070,fur,b1252,+-,strong
2071,fur,b1334,-,weak
2072,fur,b1547,-,strong
2073,fur,b1611,-,weak
2074,fur,b1658,-,weak
2075,fur,b1679,-,strong
2076,fur,b1680,-,strong
2077,fur,b1681,-,strong
2078,fur,b1682,-,strong
2079,fur,b1683,-,strong
2080,fur,b1684,-,strong
2081,fur,b1732,+,weak
2082,fur,b1761,+-,weak
2083,fur,b1821,+,weak
2084,fur,b1852,-,weak
2085,fur,b1891,-,weak
2086,fur,b1892,-,weak
2087,fur,b1905,+,strong
2088,fur,b1973,+,weak
2089,fur,b1988,-,weak
2090,fur,b2029,-,weak
2091,fur,b2106,-,weak
2092,fur,b2155,-,strong
2093,fur,b2392,-,weak
2094,fur,b2552,-,weak
2095,fur,b2579,-,weak
2096,fur,b2671,-,weak
2097,fur,b2673,-,weak
2098,fur,b2674,-,weak
2099,fur,b2675,-,weak
2100,fur,b2676,-,weak
2101,fur,b2741,-,weak
2102,fur,b3005,-,strong
2103,fur,b3006,-,strong
2104,fur,b3070,-,weak
2105,fur,b3125,-,strong
2106,fur,b3126,-,strong
2107,fur,b3127,-,strong
2108,fur,b3212,-,weak
2109,fur,b3213,-,weak
2110,fur,b3214,-,weak
2111,fur,b3335,-,strong
2112,fur,b3408,-,weak
2113,fur,b3409,-,weak
2114,fur,b3410,-,weak
2115,fur,b3441,-,weak
2116,fur,b3908,-,strong
2117,fur,b3938,-,weak
2118,fur,b3942,+,weak
2119,fur,b4019,-,weak
2120,fur,b4062,-,weak
2121,fur,b4063,-,weak
2122,fur,b4287,-,strong
2123,fur,b4288,-,strong
2124,fur,b4289,-,strong
2125,fur,b4290,-,strong
2126,fur,b4291,-,strong
2127,fur,b4292,-,strong
2128,fur,b4293,-,strong
2129,fur,b4367,-,strong
2130,fur,b4490_1,-,strong
2132,fur,b4582_1,-,strong
2134,gadE,b0178,+,weak
2135,gadE,b0179,+,weak
2136,gadE,b0180,+,weak
2137,gadE,b0181,+,weak
2138,gadE,b0428,+,weak
2139,gadE,b0429,+,weak
2140,gadE,b0430,+,weak
2141,gadE,b0431,+,weak
2142,gadE,b0432,+,weak
2143,gadE,b0889,+,weak
2144,gadE,b1492,+,strong
2145,gadE,b1493,+,strong
2146,gadE,b1923,+,weak
2147,gadE,b1951,+,strong
2148,gadE,b2029,+,weak
2149,gadE,b3212,+,strong
2150,gadE,b3213,+,strong
2151,gadE,b3214,+,strong
2152,gadE,b3508,+,strong
2153,gadE,b3509,+,strong
2154,gadE,b3510,+,strong
2155,gadE,b3511,+,strong
2156,gadE,b3512,+,strong
2157,gadE,b3513,+,strong
2158,gadE,b3514,+,strong
2159,gadE,b3515,+,strong
2160,gadE,b3516,+,strong
2161,gadE,b4177,+,weak
2162,gadE;rcsB,b3491,+,strong
2163,gadE;rcsB,b3506,+,strong
2164,gadE;rcsB,b3507,+,strong
2165,gadE;rcsB,b3516,+,strong
2166,gadE;rcsB,b3517,+,strong
2167,gadE;rcsB,b3800,+,strong
2168,gadE;rcsB,b4131,+,strong
2169,gadE;rcsB,b4132,+,strong
2170,gadW,b1492,+-,strong
2171,gadW,b1493,+-,strong
2172,gadW,b3506,-,weak
2173,gadW,b3507,-,weak
2174,gadW,b3508,+-,strong
2175,gadW,b3509,+-,strong
2176,gadW,b3510,+-,strong
2177,gadW,b3512,+,weak
2178,gadW,b3513,+,weak
2179,gadW,b3514,+,weak
2180,gadW,b3515,-,weak
2181,gadW,b3516,+-,strong
2182,gadW,b3517,+-,strong
2183,gadX,b0439,+,weak
2184,gadX,b0450,+,weak
2185,gadX,b0451,+,weak
2186,gadX,b0485,+,weak
2187,gadX,b0486,+,weak
2188,gadX,b0674,+,weak
2189,gadX,b1237,+,weak
2190,gadX,b1333,+,weak
2191,gadX,b1492,+,strong
2192,gadX,b1493,+,strong
2193,gadX,b2741,+,weak
2194,gadX,b3506,+,strong
2195,gadX,b3507,+,strong
2196,gadX,b3508,+-,strong
2197,gadX,b3509,+-,strong
2198,gadX,b3510,+-,strong
2199,gadX,b3511,+,strong
2200,gadX,b3512,+,strong
2201,gadX,b3513,+,weak
2202,gadX,b3514,+,weak
2203,gadX,b3515,+-,weak
2204,gadX,b3516,+,strong
2205,gadX,b3517,+,strong
2206,gadX,b3966,-,strong
2207,gadX,b3967,-,strong
2208,gadX,b4131,+,weak
2209,gadX,b4132,+,weak
2210,gadY,b3516,+,weak
2211,galR,b0756,+-,strong
2212,galR,b0757,+-,strong
2213,galR,b0758,+-,strong
2214,galR,b0759,+-,strong
2215,galR,b2148,-,weak
2216,galR,b2149,-,weak
2217,galR,b2150,-,weak
2218,galR,b2151,-,weak
2219,galR,b2837,-,strong
2220,galR,b2943,-,strong
2221,galS,b0756,+-,strong
2222,galS,b0757,+-,strong
2223,galS,b0758,+-,strong
2224,galS,b0759,+-,strong
2225,galS,b2148,-,weak
2226,galS,b2149,-,weak
2227,galS,b2150,-,weak
2228,galS,b2151,-,weak
2229,galS,b2837,-,weak
2230,galS,b2943,-,strong
2231,gatR,b2091,-,weak
2232,gatR,b2093,-,weak
2233,gatR,b2094,-,weak
2234,gatR,b2095,-,weak
2235,gatR,b2096,-,weak
2236,gcvA,b2808,-,strong
2237,gcvA,b2903,+-,strong
2238,gcvA,b2904,+-,strong
2239,gcvA,b2905,+-,strong
2240,gcvB,b0014,+,weak
2241,gcvB,b0218,-,weak
2242,gcvB,b0439,-,weak
2243,gcvB,b0473,+,weak
2244,gcvB,b0533,-,weak
2245,gcvB,b0535,-,weak
2246,gcvB,b0655,-,weak
2247,gcvB,b0702,-,weak
2248,gcvB,b0937,+,weak
2249,gcvB,b1172,-,weak
2250,gcvB,b1241,+,weak
2251,gcvB,b1243,-,weak
2252,gcvB,b1455,-,weak
2253,gcvB,b1472,-,weak
2254,gcvB,b1670,-,weak
2255,gcvB,b1761,+,weak
2256,gcvB,b1862,-,weak
2258,gcvB,b2033,+,weak
2259,gcvB,b2035,+,weak
2260,gcvB,b2036,+,weak
2261,gcvB,b2037,+,weak
2262,gcvB,b2039,+,weak
2263,gcvB,b2095,-,weak
2264,gcvB,b2095,-,weak
2265,gcvB,b2310,-,weak
2266,gcvB,b2367,-,weak
2267,gcvB,b2592,+,weak
2268,gcvB,b2650,-,weak
2269,gcvB,b2704,-,weak
2270,gcvB,b2705,-,weak
2271,gcvB,b2752,-,weak
2272,gcvB,b2757,-,weak
2273,gcvB,b2849,-,weak
2275,gcvB,b2851,-,weak
2276,gcvB,b2853,-,weak
2277,gcvB,b2856,-,weak
2279,gcvB,b2913,+,weak
2280,gcvB,b3089,-,weak
2281,gcvB,b3121,-,weak
2283,gcvB,b3458,-,weak
2286,gcvB,b3506,+,weak
2287,gcvB,b3509,-,weak
2288,gcvB,b3544,-,weak
2289,gcvB,b3596,-,weak
2290,gcvB,b3664,-,weak
2292,gcvB,b3687,+,weak
2293,gcvB,b3774,+,weak
2294,gcvB,b3795,+,weak
2295,gcvB,b4048,-,weak
2296,gcvB,b4142,+,weak
2297,gcvB,b4208,-,weak
2298,gcvB,b4359,+,weak
2299,glcC,b2975,+,strong
2300,glcC,b2976,+,strong
2301,glcC,b2977,+,strong
2302,glcC,b2979,+,strong
2303,glcC,b2980,-,strong
2304,glcC,b4468,+,strong
2305,glmY,b3729,+,weak
2307,glmZ,b3729,+,weak
2308,glpR,b2239,-,strong
2309,glpR,b2240,-,strong
2310,glpR,b2242,-,strong
2311,glpR,b2243,-,strong
2312,glpR,b3426,-,strong
2313,glpR,b3925,-,strong
2314,glpR,b3926,-,strong
2315,glpR,b3927,-,strong
2316,glrR,b2570,+,strong
2317,glrR,b2572,+,strong
2318,glrR,b2573,+,strong
2319,gntR,b1850,-,strong
2320,gntR,b1851,-,strong
2321,gntR,b3413,-,weak
2322,gntR,b3414,-,weak
2323,gntR,b3415,-,strong
2324,gntR,b3437,-,strong
2325,gntR,b4264,-,weak
2326,gntR,b4265,-,weak
2327,gntR,b4266,-,weak
2328,gntR,b4267,-,weak
2329,gntR,b4268,-,weak
2330,gntR,b4476,-,strong
2331,gutM,b2702,+,weak
2332,gutM,b2704,+,weak
2333,gutM,b2705,+,weak
2334,gutM,b2706,+,weak
2335,gutM,b2707,+,weak
2336,gutM,b2708,+,weak
2337,h-NS,b0019,-,weak
2338,h-NS,b0020,-,weak
2339,h-NS,b0034,-,weak
2340,h-NS,b0035,-,weak
2341,h-NS,b0036,-,weak
2342,h-NS,b0037,-,weak
2343,h-NS,b0038,-,weak
2344,h-NS,b0039,-,weak
2345,h-NS,b0040,-,weak
2346,h-NS,b0076,-,strong
2347,h-NS,b0077,-,weak
2348,h-NS,b0078,-,weak
2349,h-NS,b0161,-,weak
2350,h-NS,b0435,-,weak
2351,h-NS,b0564,-,strong
2352,h-NS,b0585,+,weak
2353,h-NS,b0586,+,weak
2354,h-NS,b0587,+,weak
2355,h-NS,b0733,-,strong
2356,h-NS,b0734,-,strong
2357,h-NS,b0756,-,strong
2358,h-NS,b0757,-,strong
2359,h-NS,b0758,-,strong
2360,h-NS,b0759,-,strong
2361,h-NS,b0812,-,strong
2362,h-NS,b0880,+,weak
2363,h-NS,b0889,-,strong
2364,h-NS,b0921,+,weak
2365,h-NS,b0922,+,weak
2366,h-NS,b0923,+,weak
2367,h-NS,b0924,+,weak
2368,h-NS,b1037,-,strong
2369,h-NS,b1038,-,strong
2370,h-NS,b1039,-,strong
2371,h-NS,b1040,-,strong
2372,h-NS,b1182,+-,strong
2373,h-NS,b1237,-,strong
2374,h-NS,b1257,-,strong
2375,h-NS,b1258,-,strong
2376,h-NS,b1259,-,strong
2377,h-NS,b1482,-,weak
2378,h-NS,b1499,-,strong
2379,h-NS,b1501,-,strong
2380,h-NS,b1597,-,weak
2381,h-NS,b1599,-,strong
2382,h-NS,b1600,-,strong
2383,h-NS,b1891,+,strong
2384,h-NS,b1892,+,strong
2385,h-NS,b1905,-,strong
2386,h-NS,b1920,+,weak
2387,h-NS,b1921,+,weak
2388,h-NS,b1922,+,weak
2389,h-NS,b1923,+,weak
2390,h-NS,b1951,-,weak
2391,h-NS,b1967,-,strong
2392,h-NS,b2216,-,strong
2393,h-NS,b2217,-,strong
2394,h-NS,b2234,-,strong
2395,h-NS,b2235,-,strong
2396,h-NS,b2236,-,strong
2397,h-NS,b2306,+,weak
2398,h-NS,b2307,+,weak
2399,h-NS,b2308,+,weak
2400,h-NS,b2309,+,weak
2401,h-NS,b2369,-,strong
2402,h-NS,b2370,-,strong
2403,h-NS,b2421,-,weak
2404,h-NS,b2422,-,weak
2405,h-NS,b2423,-,weak
2406,h-NS,b2424,-,weak
2407,h-NS,b2425,-,weak
2408,h-NS,b2535,+,weak
2409,h-NS,b2659,+,weak
2410,h-NS,b2660,+,weak
2411,h-NS,b2661,+,weak
2412,h-NS,b2662,+,weak
2413,h-NS,b2663,+,weak
2414,h-NS,b2669,-,strong
2415,h-NS,b2677,-,strong
2416,h-NS,b2678,-,strong
2417,h-NS,b2679,-,strong
2418,h-NS,b2702,+,weak
2419,h-NS,b2704,+,weak
2420,h-NS,b2705,+,weak
2421,h-NS,b2706,+,weak
2422,h-NS,b2707,+,weak
2423,h-NS,b2708,+,weak
2424,h-NS,b2754,-,strong
2425,h-NS,b2755,-,strong
2426,h-NS,b2756,-,strong
2427,h-NS,b2757,-,strong
2428,h-NS,b2758,-,strong
2429,h-NS,b2759,-,strong
2430,h-NS,b2760,-,strong
2431,h-NS,b2782,+,weak
2432,h-NS,b2783,+,weak
2433,h-NS,b2784,+,weak
2434,h-NS,b2912,-,strong
2435,h-NS,b3125,-,weak
2436,h-NS,b3126,-,weak
2437,h-NS,b3127,-,weak
2438,h-NS,b3265,-,weak
2439,h-NS,b3322,-,strong
2440,h-NS,b3335,-,strong
2441,h-NS,b3338,-,strong
2442,h-NS,b3366,-,strong
2443,h-NS,b3367,-,strong
2444,h-NS,b3368,-,strong
2445,h-NS,b3491,-,strong
2446,h-NS,b3506,-,strong
2447,h-NS,b3507,-,strong
2448,h-NS,b3508,-,strong
2449,h-NS,b3509,-,strong
2450,h-NS,b3510,-,strong
2451,h-NS,b3511,-,strong
2452,h-NS,b3512,-,strong
2453,h-NS,b3513,-,strong
2454,h-NS,b3514,-,strong
2455,h-NS,b3515,-,strong
2456,h-NS,b3516,-,strong
2457,h-NS,b3517,-,strong
2458,h-NS,b3556,-,strong
2459,h-NS,b3665,-,weak
2460,h-NS,b3721,-,strong
2461,h-NS,b3722,-,strong
2462,h-NS,b3723,-,strong
2463,h-NS,b4116,-,strong
2464,h-NS,b4117,-,weak
2465,h-NS,b4131,-,strong
2466,h-NS,b4132,-,strong
2467,h-NS,b4133,-,strong
2468,h-NS,b4237,-,strong
2469,h-NS,b4238,-,strong
2470,h-NS,b4312,-,strong
2471,h-NS,b4313,-,strong
2472,h-NS,b4314,+,strong
2473,h-NS,b4316,+,strong
2474,h-NS,b4317,+,strong
2475,h-NS,b4318,+,strong
2476,h-NS,b4319,+,strong
2477,h-NS,b4320,+,strong
2478,h-NS,b4364,-,strong
2479,h-NS,b4365,-,strong
2480,h-NS,b4366,-,strong
2481,h-NS,b4480,-,strong
2482,hU,b0687,-,weak
2483,hU,b0688,-,weak
2484,hU,b0756,-,strong
2485,hU,b0757,-,strong
2486,hU,b0758,-,strong
2487,hU,b0759,-,strong
2488,hU,b1907,-,weak
2489,hU,b3161,-,weak
2490,hcaR,b2537,-,strong
2491,hcaR,b2538,+,strong
2492,hcaR,b2539,+,strong
2493,hcaR,b2540,+,strong
2494,hcaR,b2541,+,strong
2495,hcaR,b2542,+,strong
2496,hdfR,b1891,-,strong
2497,hdfR,b1892,-,strong
2498,hdfR,b3212,+,strong
2499,hdfR,b3213,+,strong
2500,hdfR,b3214,+,strong
2501,higA,b3082,-,strong
2502,higA,b3083,-,strong
2503,higB;higA,b3082,-,strong
2504,higB;higA,b3083,-,strong
2505,hipAB,b1508,-,strong
2506,hipAB,b2782,-,strong
2507,hipAB,b2783,-,strong
2508,hipAB,b2784,-,strong
2509,hipB,b1508,-,strong
2510,hipB,b2782,-,strong
2511,hipB,b2783,-,strong
2512,hipB,b2784,-,strong
2513,hipB,b3081,-,strong
2514,his-tRNA,b2019,-,strong
2515,his-tRNA,b2020,-,strong
2516,his-tRNA,b2021,-,strong
2517,his-tRNA,b2022,-,strong
2518,his-tRNA,b2023,-,strong
2519,his-tRNA,b2024,-,strong
2520,his-tRNA,b2025,-,strong
2521,his-tRNA,b2026,-,strong
2522,hprR,b0428,-,weak
2523,hprR,b0429,-,weak
2524,hprR,b0430,-,weak
2525,hprR,b0431,-,weak
2526,hprR,b0432,-,weak
2527,hprR,b0570,+,strong
2528,hprR,b0571,+,strong
2529,hprR,b0572,+,strong
2530,hprR,b0573,+,strong
2531,hprR,b0574,+,strong
2532,hprR,b0575,+,strong
2533,hprR,b1970,+,strong
2534,hyfR,b2481,+,weak
2535,hyfR,b2482,+,weak
2536,hyfR,b2483,+,weak
2537,hyfR,b2484,+,weak
2538,hyfR,b2485,+,weak
2539,hyfR,b2486,+,weak
2540,hyfR,b2487,+,weak
2541,hyfR,b2488,+,weak
2542,hyfR,b2489,+,weak
2543,hyfR,b2490,+,weak
2544,hyfR,b2491,+,weak
2545,hyfR,b2492,+,weak
2546,hypT,b0197,+,strong
2547,hypT,b0198,+,strong
2548,hypT,b0199,+,strong
2549,hypT,b0733,+,strong
2550,hypT,b0734,+,strong
2551,hypT,b2762,+,weak
2552,hypT,b3939,+,weak
2553,hypT,b3940,+,weak
2554,hypT,b4287,-,weak
2555,hypT,b4288,-,weak
2556,hypT,b4289,-,weak
2557,hypT,b4290,-,weak
2558,hypT,b4291,-,weak
2559,iclR,b4014,-,strong
2560,iclR,b4015,-,strong
2561,iclR,b4016,-,strong
2562,iclR,b4018,-,strong
2563,idnR,b3437,-,weak
2564,idnR,b4264,+,weak
2565,idnR,b4265,+,weak
2566,idnR,b4266,+,weak
2567,idnR,b4267,+,weak
2568,idnR,b4268,+,weak
2569,idnR,b4476,-,weak
2570,ihf,b0032,+-,strong
2571,ihf,b0033,+-,strong
2572,ihf,b0048,+,weak
2573,ihf,b0124,+,strong
2574,ihf,b0125,-,strong
2575,ihf,b0720,+,weak
2576,ihf,b0726,-,weak
2577,ihf,b0727,-,weak
2578,ihf,b0728,-,weak
2579,ihf,b0729,-,weak
2580,ihf,b0809,+,strong
2581,ihf,b0810,+,strong
2582,ihf,b0811,+,strong
2583,ihf,b0812,+,weak
2584,ihf,b0895,-,strong
2585,ihf,b0896,-,strong
2586,ihf,b0904,+,strong
2587,ihf,b0912,-,strong
2588,ihf,b0929,+-,weak
2589,ihf,b0933,+-,strong
2590,ihf,b0934,+-,strong
2591,ihf,b0936,+-,strong
2592,ihf,b0937,+-,strong
2593,ihf,b1037,+,strong
2594,ihf,b1038,+,strong
2595,ihf,b1039,+,strong
2596,ihf,b1040,+,strong
2597,ihf,b1109,-,strong
2598,ihf,b1210,+,weak
2599,ihf,b1211,+,weak
2600,ihf,b1212,+,weak
2601,ihf,b1223,+,strong
2602,ihf,b1224,+,strong
2603,ihf,b1225,+,strong
2604,ihf,b1226,+,strong
2605,ihf,b1227,+,strong
2606,ihf,b1304,+,strong
2607,ihf,b1305,+,strong
2608,ihf,b1306,+,strong
2609,ihf,b1307,+,strong
2610,ihf,b1308,+,strong
2611,ihf,b1334,+,strong
2612,ihf,b1387,+,strong
2613,ihf,b1388,+,strong
2614,ihf,b1389,+,strong
2615,ihf,b1390,+,strong
2616,ihf,b1391,+,strong
2617,ihf,b1392,+,strong
2618,ihf,b1393,+,strong
2619,ihf,b1394,+,strong
2620,ihf,b1395,+,strong
2621,ihf,b1396,+,strong
2622,ihf,b1397,+,strong
2623,ihf,b1398,+,strong
2624,ihf,b1480,+,weak
2625,ihf,b1508,+,weak
2626,ihf,b1656,-,weak
2627,ihf,b1679,+,strong
2628,ihf,b1680,+,strong
2629,ihf,b1681,+,strong
2630,ihf,b1682,+,strong
2631,ihf,b1683,+,strong
2632,ihf,b1684,+,strong
2633,ihf,b1712,-,strong
2634,ihf,b1739,-,weak
2635,ihf,b1891,-,weak
2636,ihf,b1892,-,weak
2637,ihf,b1907,-,weak
2638,ihf,b1920,-,strong
2639,ihf,b1921,-,strong
2640,ihf,b1922,-,strong
2641,ihf,b2163,+,weak
2642,ihf,b2215,-,strong
2643,ihf,b2221,+,strong
2644,ihf,b2222,+,strong
2645,ihf,b2223,+,strong
2646,ihf,b2224,+,strong
2647,ihf,b2239,-,strong
2648,ihf,b2240,-,strong
2649,ihf,b2276,-,strong
2650,ihf,b2277,-,strong
2651,ihf,b2278,-,strong
2652,ihf,b2279,-,strong
2653,ihf,b2280,-,strong
2654,ihf,b2281,-,strong
2655,ihf,b2282,-,strong
2656,ihf,b2283,-,strong
2657,ihf,b2284,-,strong
2658,ihf,b2285,-,strong
2659,ihf,b2286,-,strong
2660,ihf,b2287,-,strong
2661,ihf,b2288,-,strong
2662,ihf,b2435,-,weak
2663,ihf,b2436,-,weak
2664,ihf,b2570,-,weak
2665,ihf,b2572,-,weak
2666,ihf,b2573,-,weak
2667,ihf,b2677,+,strong
2668,ihf,b2678,+,strong
2669,ihf,b2679,+,strong
2670,ihf,b2710,+-,strong
2671,ihf,b2711,+-,strong
2672,ihf,b2718,+,strong
2673,ihf,b2719,+,strong
2674,ihf,b2720,+,strong
2675,ihf,b2721,+,strong
2676,ihf,b2722,+,strong
2677,ihf,b2723,+,strong
2678,ihf,b2724,+,strong
2679,ihf,b2725,+,strong
2680,ihf,b2726,+,strong
2681,ihf,b2727,+,strong
2682,ihf,b2728,+,strong
2683,ihf,b2729,+,strong
2684,ihf,b2730,+,strong
2685,ihf,b2731,+,strong
2686,ihf,b2762,+,strong
2687,ihf,b2763,+,strong
2688,ihf,b2764,+,strong
2689,ihf,b2975,+,weak
2690,ihf,b2976,+,weak
2691,ihf,b2977,+,weak
2692,ihf,b2979,+,weak
2693,ihf,b3113,+,strong
2694,ihf,b3114,+,strong
2695,ihf,b3115,+,strong
2696,ihf,b3116,+,strong
2697,ihf,b3117,+,strong
2698,ihf,b3118,+,strong
2699,ihf,b3161,-,weak
2700,ihf,b3212,+,strong
2701,ihf,b3213,+,strong
2702,ihf,b3214,+,strong
2703,ihf,b3227,+,weak
2704,ihf,b3260,+,strong
2705,ihf,b3261,+,strong
2706,ihf,b3366,+-,strong
2707,ihf,b3367,+-,strong
2708,ihf,b3368,+-,strong
2709,ihf,b3404,-,strong
2710,ihf,b3405,-,strong
2711,ihf,b3421,+,weak
2712,ihf,b3461,+,strong
2713,ihf,b3494,-,weak
2714,ihf,b3495,+,weak
2715,ihf,b3540,+,weak
2716,ihf,b3541,+,weak
2717,ihf,b3542,+,weak
2718,ihf,b3543,+,weak
2719,ihf,b3544,+,weak
2720,ihf,b3574,-,strong
2721,ihf,b3575,+,strong
2722,ihf,b3576,+,strong
2723,ihf,b3577,+,strong
2724,ihf,b3578,+,strong
2725,ihf,b3579,+,strong
2726,ihf,b3580,+,strong
2727,ihf,b3581,+,strong
2728,ihf,b3582,+,strong
2729,ihf,b3583,+,strong
2730,ihf,b3686,+,weak
2731,ihf,b3724,+,strong
2732,ihf,b3725,+,strong
2733,ihf,b3726,+,strong
2734,ihf,b3728,+,strong
2735,ihf,b3766,+-,strong
2736,ihf,b3769,+-,strong
2737,ihf,b3770,+-,strong
2738,ihf,b3771,+-,strong
2739,ihf,b3772,+-,strong
2740,ihf,b3908,-,strong
2741,ihf,b4014,+,strong
2742,ihf,b4015,+,strong
2743,ihf,b4016,+,strong
2744,ihf,b4026,+,strong
2745,ihf,b4028,+,strong
2746,ihf,b4029,+,strong
2747,ihf,b4040,-,weak
2748,ihf,b4050,+,weak
2749,ihf,b4067,-,strong
2750,ihf,b4068,-,strong
2751,ihf,b4069,-,strong
2752,ihf,b4070,+-,strong
2753,ihf,b4071,+-,strong
