,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
b0001,0.043885870762098544,-0.04730309759085476,-0.05697743133942147,-0.038950103450752616,0.005715543536714679,-0.033918801094706144,0.003329835160668614,0.021920213660429577,-0.0624567779681152,0.018565981259285498,0.002884245741649034,0.0038614393857844616,0.08303076251093224,0.028202901530536995,0.033934357219028904,0.0022458900536242755,-0.02729359840332847,0.029408478406550517,0.054057703883783934,-0.007488576810392654,-0.029402681942772388,-0.01779580823582309,-0.013082512351336485,0.013823815354791704,-0.007160877138730059,-0.004159140186316264,-0.05513310824750773,0.0029008179407517772,0.026727387743370662,-0.015450332640869738,-0.010351080100493484,-0.018390625935109296
b0002,-0.0007909659173119094,-0.011941548475092078,-0.015845002751441083,0.004576831501613727,0.027659817405697604,-0.008166443191768152,0.010354485442143796,0.014110099123512632,0.0070360065045362115,0.005707745924151041,-0.009936270832255213,-0.008549457186597666,0.015319985811664829,-0.010667072738110428,0.032901135316286044,-0.003368271937026359,0.011548960083002793,0.002592427236006485,-0.007465228935106619,-0.04241272636465493,-0.005773731328922116,-0.016707619212340853,0.0030824855743577496,0.028904029040142238,-0.015857775398713622,0.025089811545026132,-0.0025541775277270963,0.014954905498641513,-0.0004483235415385055,-0.017096592368295558,-0.014601267790688625,-0.008670212029486275
b0003,0.004293991730957336,-0.01636316048338561,-0.02236172103265404,0.005642648747373779,0.02290933008399031,-0.004582839798679184,0.010411318526587379,0.011090651015552622,0.014218393387038016,0.005680487235719837,-0.010782656528186628,-0.013778779390571776,0.012612662479604287,-0.016832270310814478,0.018718957773734002,-0.009025151539729177,0.005356775482781457,0.0056808648559741465,-0.01820531280491615,-0.0508580137229327,-0.018387105379377086,-0.013493401281104132,0.003124402279794296,0.028687487938844958,-0.02133898744702564,0.018896778129047345,-0.008835007285401953,0.031533461654308384,-0.006325523655048443,-0.012555454388285684,-0.015288701797524448,-0.017391128063208753
b0004,0.013700943752913395,-0.01393242996380974,-0.01706696832407795,0.012450281218901014,0.01865809423515741,-0.016682260086461616,0.006471132031334573,0.012481618131276326,0.013605558778455809,0.005664515519246879,-0.011747420329809388,-0.01663219803209119,0.004304399998972978,-0.013176770975520436,0.011342140404388785,-0.006583850314134377,0.0007983546556779267,-0.007923173240708169,-0.022208292592780933,-0.04267225343798777,-0.003289040969299825,-0.006947693657832831,0.00798401702357357,0.030016759575481836,-0.015243777233713578,0.0172484133036005,-0.003975584915504548,0.02759062691931627,-0.0017227015354613002,-0.01197546786788566,-0.015698079142860227,-0.026246842443403785
b0005,-0.00416346241821908,-0.009137553441584585,-0.02186392145716596,0.015686944278224854,0.0017910316827516191,-0.01306172404680833,-0.00693323860930664,0.0040940268504324326,0.009636955667835493,0.014568086567720009,0.0017674904989946516,-0.008144935483412788,0.02014903188148576,-0.0032452106003069176,-0.008468048059493768,0.017289767212583372,0.00706199926105678,-0.005874465486176522,-0.012087314644033152,-0.02526336721351241,0.017632377723008824,-0.023210101671358462,0.018526966471807398,0.027872631502089663,0.0011714853479085588,0.025856103271348352,-0.01274119328760115,-0.029259339601292636,0.0012065718791117244,-0.005220984957629404,-0.00582923258672456,-0.010823660258730636
b0006,-0.003769102898974172,-0.00670640616970815,0.021653360249975072,-0.009259558671574636,-0.0240852273606217,0.019243518776540503,-0.005166018637459509,0.009175119889569887,-0.019565957237627118,0.0024487184459323296,0.00878021366370345,-0.008855650356785516,0.006672322013749751,0.0013991420298190512,-0.01397831827867634,0.008758431130021655,-0.0064094334394637935,-0.005128669141693632,0.0072735257164533405,-0.011534286013732235,0.0012540694706134762,-0.007259332761397131,-0.015360230803144566,-0.01057584002433043,-0.011344127104070664,-0.004691241046070153,0.007764808947914181,-0.015378189883073832,0.004180717864467547,-0.000284306836464245,-0.002627747474839875,0.01317417786424044
b0007,0.02843521083591465,-0.005535057402474297,-0.009585068788118174,0.037677627416529885,-0.0019063780550350516,0.010178495961895241,-0.0016225616703218332,0.013758441225741342,-0.0020366937436348234,-0.00022028552713608798,0.0046868660126601356,0.00017054953544765042,-0.005101606412781414,0.010824489431452623,-0.015074827198078957,0.008579601142364496,-0.011935864268081816,0.011621316408465171,0.0010116040594748438,0.0050565113333063865,0.001877412308107031,-3.730792970531447e-05,-0.02542411775920033,0.015092810123167696,0.000927179855836674,-0.009482720247089162,0.012430147152381782,0.0005160497179184352,0.006514682575049908,0.00017708604487442234,0.003956395732551342,0.0010973961813102793
b0008,-0.005134247696623475,-0.0043450604199117135,-0.009409105293745845,-0.002173755707884979,-0.00037464155547626264,-0.0006537341106334684,-0.0005914066535697652,0.0038060133506327572,-0.006555454587785546,-0.002879972205049928,-0.0015260591577939484,-0.006799445909553655,0.003408770368400437,-0.005592073762974135,-0.0005462470593781955,0.0016567956191737665,-0.0009207747775804063,0.005579669474367086,-0.006425846919736512,-0.006585783844953493,0.01437438570936109,-0.003413173416228107,-0.0003122954258804056,0.0041763409819586695,-0.012927741514086622,-0.0007531282958996815,0.004126974701841151,-0.007010498274706796,-0.0016566376496191676,0.002853710006008157,0.0012523849360854258,-0.0093327931791279
b0009,-0.0022983942706075373,-0.009912786477224949,0.00021289327265686686,0.015203766570204376,-0.011883002651627807,0.016629614058153892,-0.011206424830701993,0.022988132462166862,-0.007054476336680845,-0.0054999393709388705,-0.0012443464350523526,-0.008411100462675649,-0.000335983125020686,-0.015701353740234344,0.012118895723340658,0.003444248608288089,-0.0018596003244464427,0.0017867989248725796,-0.005443177895444611,-0.009008062156329048,-0.017024047597742183,0.009882821379683241,-0.004097210109865823,-0.01192151608972516,-0.010253322914605187,0.007035057087632004,-0.01960198240317613,-0.01841614744131671,-0.012297586215083657,-0.008246245639145477,-0.0018285579294220066,0.002530980736274353
b0010,0.005615383230215125,-0.018231209177643804,-0.010275297106631444,0.004904728381063385,0.0027234184042483197,-0.007797000778028895,-0.012473740870853749,0.011888808831349068,-0.009075820155048528,0.007571572349802991,-0.0005563647768831757,0.014034704895378813,0.005160814995360633,0.021370655820339483,-0.01534383447838389,0.009870588505670276,-0.013222950072214143,0.014553401355315746,0.009605462267088215,-0.0068075293183461035,-0.007146998380197298,-0.008090586526208218,0.022361808147438628,-0.0034352897399702585,0.01752894861496544,0.0069734093748563385,0.010421818155650731,0.0010194666103532182,-0.0002384712989612641,0.008068758526432246,0.004934977737235758,0.019049220650525854
