"","ppgpp__t0__1","ppgpp__t0__2","ppgpp__t0__3","ppgpp__t5__1","ppgpp__t5__2","ppgpp__t5__3"
"b0024",2.17936046160244,1.746247685584,2.66769679095374,2.535844698443,2.85253777177224,2.83868269885169
"b0025",7.51227954402552,7.45338419306403,7.38304277399559,7.97469820880452,7.93771597481145,7.81139522551265
"b0026",8.45944392706654,8.40299970680878,8.31626380466187,9.17552282500221,9.06612979709535,8.97778980944457
"b0027",7.89588234307703,7.80262833917418,7.60398107399156,8.40909446846502,8.28695326645505,8.21553367975916
"b0028",7.55089858100791,7.53692347241243,7.5340913006247,7.87875985888548,7.89707791974842,7.79427151527856
"b0029",7.42752184115905,7.20452549430703,7.18238139205239,7.60703857468683,7.4700572737914,7.39452093767339
"b0030",5.24854872067625,5.46260256482807,5.39009663984857,5.43933864398518,5.2101658854393,5.10059186213701
"b0031",6.76650071165302,6.62859820310204,6.59832196666156,7.62723703608686,7.56579001141681,7.43642184640229
"b0032",4.94060895645845,5.1826380552623,5.13863819389247,5.02332008790657,4.95414109336455,5.10875768347759
"b0033",4.775108902104,4.66495284794935,4.60642103432836,5.18649636137787,5.03812067730152,4.88730110329828
"b0034",2.55821207456113,3.22522943023698,2.5104041537198,4.108726278234,4.13356863571379,4.29457278971005
"b0035",0.90645380465782,1.1539076162264,1.21814632418773,1.37033678591899,1.62351109701796,1.63734353085935
"b0036",0.578529672408551,1.63528884738137,0.905413130294745,1.47962402538037,0.430715364961992,1.64024303244643
"b0037",2.22092788051735,2.56822566234476,2.38663676328227,2.46637699745394,2.40976296492625,2.3077936884068
"b0038",2.55670468876484,2.56801289980613,2.64017784470675,2.65375566910758,2.42757417666151,2.39821115594116
"b0039",3.06232580820562,3.31709261559627,3.00645756508617,3.47924034824426,3.28328621148114,3.27021539743353
"b0040",0.423811575335698,0.691640267054928,0.602162895533959,1.00430802139734,0.706748015906625,0.972108411684288
"b0041",1.22718558147159,1.59130245892441,1.26221774555005,1.49749289843046,0.915829717389525,1.46133749722152
"b0042",0.753769661137148,1.06953918869673,0.700044581191952,0.996555908956881,1.52970385759471,0.733442908216897
"b0043",0.768373050328359,0.851560290828983,1.04750217280561,1.24258504488908,1.04466209154177,1.1976462976557
"b0044",0.922664029207204,1.28338528866117,0.747862222486684,0,0.559443026947246,1.05729585231575
"b0045",1.11439050045604,0.626771856336878,0.796081291731214,0.692468801133552,0.944334986942929,1.31286915577688
"b0046",3.77079563516753,3.54990391871353,3.45464054737623,4.54051121204904,4.20932958807139,4.07516836706037
"b0047",3.63068340300965,3.50323416355898,3.41100270895267,4.44836223301354,4.36008791053818,4.25560699260685
"b0048",7.68287281586174,7.62065844981468,7.44845766707474,6.51545647039128,6.4840569489822,6.63047558261165
"b0049",4.93517412125186,5.07801858343177,5.0436577308447,5.35374450111599,5.43746039333205,5.22493860184664
"b0050",7.40961300781352,7.29305858182918,7.2105188303436,7.1945632873182,7.05748917174689,7.08362567051565
"b0051",7.69455673405438,7.81923567124894,7.75119251934565,7.51141440009004,7.45799879232902,7.17862697846475
"b0052",6.26686424566122,6.55219636850032,6.59518972727565,6.70192992881004,6.5413465577256,6.48520813958865
"b0053",7.80321660913555,7.84313647160823,7.8214695483698,8.10553315360008,8.09943856962781,8.06640252541401
"b0054",7.40162185433551,7.38348701546297,7.52247277644559,7.7852117418974,7.79012394186057,7.90395296454792
"b0055",6.13386165623223,6.12909777961434,5.90089966258422,6.19710390587205,6.17755975066672,6.07214511859644
"b0058",7.14941688934966,7.14414996302168,7.13536077064686,4.75964840601113,4.74892710599838,4.76303439269076
"b0059",6.91119086293364,6.86656262169863,6.88628492439268,3.87139055237581,3.88229352441171,4.04180689803655
"b0060",3.69933978133249,3.64812682846411,3.47189290067628,4.01403783285949,3.82261326023161,3.86663017502422
"b0061",0.245709524221053,0.673216853302637,0.769056678323463,0.880925088079332,1.46869297835599,1.13440637878615
"b0062",1.44411437112727,1.16353304890431,0.780662748680518,1.98696500143575,1.54175942226782,1.48556827488893
"b0063",0.752182025820682,0.63030913237773,0.708762504360062,0.869569649737002,0.914394904421186,0.984756760383769
"b0064",4.61648598683581,4.69829604421937,4.72422259425768,5.60659058223091,5.62134586900404,5.67739670439605
"b0065",5.39420351351206,5.31055538255814,5.19977095336142,4.64642448004471,4.87855096187547,4.63177583289439
"b0066",3.0374384203355,2.96511503089942,2.84197483225374,2.81418812133447,2.65085722961773,2.04410335983831
"b0067",2.65504719089089,3.00110197889413,2.6123517692382,2.09587822404268,1.99000377434765,2.12410351379799
"b0068",4.45223306759356,4.48922221427194,4.39440859902243,4.05328660237248,3.89708655401319,3.88207837430558
"b0069",3.73770944026754,3.93729978236521,4.04619855888062,5.00362372591206,4.7693897350069,4.66232710864169
"b0070",4.49862687516517,4.41167222896756,4.45699125930716,5.12109891758501,4.99369072624222,5.06510844061486
"b0071",7.20638610241702,7.38446950275077,7.49585820392926,8.16119043819008,8.36063380643055,8.29351763131595
"b0072",6.25927922135025,6.52665536586956,6.44023486998819,7.35164798605827,7.17823853773549,7.24165342005415
"b0073",6.74746185980946,6.93139971297801,6.89816033827433,7.48345253005708,7.30093827100497,7.34002792908866
"b0074",6.16003820143465,6.34627027374418,6.38794483240405,6.04511413824618,5.74091498195414,5.91611892488595
"b0075",5.71348333748569,6.27673079358458,5.98788842290773,6.36315620581205,6.69591742728561,6.19352008015531
"b0076",2.38981589041674,2.20614896921299,1.8456144510095,3.63329902880934,3.79488752952761,3.49028287703074
"b0077",3.78100827132126,4.04858532625977,3.67494448040929,5.48011953663793,5.37609779784857,5.43613313985666
"b0078",4.35230124562161,3.95435121478005,3.75954724317978,5.92991409079891,5.81402673250436,5.80532223356257
"b0080",6.34928081432587,6.40489009332495,6.22242217674053,6.96801069557723,6.89791800647016,6.84515321943297
"b0081",7.53134860268421,7.65280227328293,7.60553713048089,8.09739982581681,8.10691106555261,8.14160432543051
"b0082",7.33478205734093,7.07616566941427,7.13853106152819,7.86811437170557,7.73538424665253,7.63267111955528
"b0083",6.75755897771292,6.96835667011426,6.98536381728235,7.64028030324978,7.60987941328482,7.52374627199827
"b0084",6.39872261101085,6.43274630234546,6.36637902993809,6.94512808818025,6.93104283966944,6.90596927679311
"b0085",7.17141221619512,7.06060376415825,6.98769349055707,7.77220170755699,7.59978663191131,7.5094708233247
"b0086",7.03537391554054,6.97490928671954,6.88613357286141,7.70716289388431,7.52673287744425,7.41325155025041
"b0087",6.97452800606428,6.89885308392936,6.77455310858139,7.12101291873283,7.20331046887301,7.10142025471923
"b0088",6.98956475793557,6.88044682246538,6.75019751524509,7.08300561827528,7.17539449506733,6.9736377125215
"b0089",6.98973294513282,6.89984323939427,6.82149585488688,6.7643330513507,6.961217554957,6.71958997892232
"b0090",6.73397233775341,6.59926166492497,6.44965760222003,6.35154811910103,6.20437129075923,6.10234182828532
"b0091",6.81991653891575,6.67168392938813,6.53676268498241,6.45375234446255,6.34295708387261,6.33653360717565
"b0092",7.17445075159888,7.2746968911664,7.22723845998591,7.30620221339611,7.39775919723162,7.37912059072944
"b0093",7.04067747066016,6.92836093678456,6.8945733257317,7.01627296780844,7.12628440269748,7.07739122223926
"b0094",7.24324566706285,7.24864360201725,7.16492426905959,7.73708609073077,7.72483939943343,7.70643367138764
"b0095",8.83760156385616,8.94730133481273,8.84722037741862,9.55378009100518,9.53991174600627,9.4702306284212
"b0096",10.2158500780976,10.2683209392478,10.1753918803046,10.388100520998,10.382448518892,10.414930081389
"b0097",7.85412420129402,7.89762790506613,7.85369216411264,7.93115382315469,7.94427394655074,7.67964343958986
"b0098",7.87164011921536,7.85581309260476,7.8614864360811,7.87822907583039,7.88424724979449,7.84870738308887
"b0099",5.31199357635317,5.07015221225061,5.45710080489743,5.46612921630425,5.30428771833122,5.49864811471967
"b0101",7.05547033449442,6.95882879340005,7.21417796085249,7.21885375224854,7.28341894872251,7.26497653777985
"b0102",6.73864710837297,6.91250937561616,6.99718593501788,6.87489619756288,6.83535097769925,6.81439021511899
"b0103",6.25790338913311,6.37430606924797,6.37612323116231,6.4081960369969,6.48346685168787,6.21592273965427
"b0104",7.09651314482666,7.03655938382151,7.08326601825085,6.45762892267034,6.2639998021032,6.44792299263046
"b0106",2.11507968351105,1.80556906812034,1.94615661798775,2.40249883920073,2.63931870902948,2.56807263787193
"b0107",1.69570611119815,1.8237122173004,1.99000270830424,2.43247188891325,2.3353610107269,2.42082335896258
"b0108",0.665022266724656,0.303832550860455,0.530229984751408,0.614311709149885,0.94798857517907,0.305221702887011
"b0109",5.79852691597202,5.83077436796654,5.84505550430084,6.81436504252772,6.71231997920538,6.78474788083626
"b0110",4.24944146566378,4.15889689287754,4.00789203973874,5.93157292908792,5.95184809542995,5.85008005136849
"b0111",4.45047185770995,4.47135877515646,4.35714650690235,6.21834709571715,6.26615580537,6.28332253247122
"b0112",6.90424750049056,6.85036349372088,6.83930155986527,7.9230729788443,8.04518867642794,7.96810997719795
"b0113",8.80149584483527,8.92900561866939,8.96614655802424,8.57119315094719,8.51195889038032,8.37640392184914
"b0114",11.1491121732586,11.1422834019853,11.2195720901099,11.1524455088586,11.1487932898513,11.254236184339
"b0115",10.4643653221722,10.4657934136066,10.4866636416275,10.5840103571995,10.3864568660468,10.5199778273884
"b0116",10.8786607605027,10.8870654489161,10.8925380089836,11.0982614669557,11.0029458902745,11.0268562194011
"b0117",0.188441529554802,0.223507497060127,0.276989807368005,0.814671247588035,0.288536414149194,0.743019579005816
"b0118",8.75279597184322,8.77248043064195,8.77109771349721,10.2382215266797,10.1024418938397,10.0756565935471
"b0119",6.5294052887872,6.40408051672949,6.50032156064735,7.56634747957766,7.45540168263086,7.44130093125388
"b0120",9.25850555984985,9.10511601428108,9.21378017644558,8.83879973388815,8.89644154841442,8.93133694540857
"b0121",8.81546899907817,8.75024933788309,8.73349139037725,8.36260875298355,8.36701175816427,8.31712204807898
"b0122",5.39783587045845,5.53678692220681,5.65825436243938,6.27872689903873,6.22390917006518,6.07770256543484
"b0123",4.87535950611576,4.79204682680785,4.63115339040639,5.63016137169553,5.43468813726848,5.30678755945515
"b0124",6.45229699606901,6.38700775736766,6.40732787174995,7.58810086959027,7.41477949314784,7.4234311556389
"b0125",9.11818505422828,8.90738209309968,8.99653322796145,8.65807999632956,8.61976857925337,8.71515813550748
"b0126",9.79315899215334,9.85028860064462,9.80181131790182,10.7306483274417,10.7876598378812,10.7188892468174
"b0127",5.27771767535307,5.304512718325,5.48513251848829,6.06584136476613,6.09628352663006,6.08734756147734
"b0128",5.83689604992218,5.94637542465693,5.9667128590781,6.65153382203582,6.63286787988735,6.70873045874166
"b0129",3.49158031038382,3.66913634353861,3.94815043482092,4.18997421732539,4.31421425620174,4.02808752121241
"b0130",3.15134074577255,3.41677984797399,3.28855586445325,3.13987955791617,3.40109094532,3.22883516984635
"b0131",10.1179021813682,9.9901915086981,9.83845603541041,10.5406339636233,10.6484363596977,10.4898018586424
"b0132",2.36502600123852,1.99277920266442,2.26315838980111,3.0245676115314,2.30374294235395,2.51680096217238
"b0133",8.20694534704623,7.98534828391672,8.01037736825501,8.81212757287623,8.67017740363533,8.76774966707231
"b0134",7.76957848776021,7.67745298423748,7.62167466225305,8.31826741566413,8.00899037684023,7.81949607977228
"b0135",1.89280336254107,2.30079141556415,2.16448680836868,2.5654929044212,2.93057876990321,2.79966658228822
"b0136",0.899685195372445,0.759638065603083,1.10367961058462,2.56178664351467,2.59369578069362,2.10727370421053
"b0137",1.18855003056555,1.60803763350483,1.47447901476342,2.49528590580772,2.57573723228317,2.2553175849508
"b0138",1.371021194185,1.8960360445084,1.7683774797635,2.40992962021151,2.75576101114665,2.47495488642951
"b0139",0.923188462051947,0.813496571794932,1.16758046074925,1.08979806348665,1.11024616330148,1.08537569058832
"b0140",0.904638580426446,0.355333467021611,1.04146764100825,0.560040703521964,0.797429637259189,0.987279384388665
"b0141",1.07329381316645,0.771681347570975,0.416855329946933,1.13826120443382,1.11642010106173,0.616484359104736
"b0142",5.61944372446175,5.76040328798486,5.60742315093948,5.38302164017434,5.05143236544452,5.02723130028675
"b0143",7.69291896338575,7.47580807644092,7.41672729072784,6.7116635377106,6.50666664652596,6.43139076628726
"b0144",5.12466002415695,4.95059990635061,4.98043588939862,2.94485487899582,2.93327768421966,3.23517604140204
"b0145",10.2704408005921,10.2557302522659,10.1775142753663,10.3849289790116,10.3986612876751,10.402414364774
"b0146",5.5033717647306,5.4253812982717,5.35903934755053,6.39942923793155,6.52570808337487,6.57150353995878
"b0147",5.04922717587187,5.00728104873507,4.85104855478817,5.88790079213672,5.78911745566598,5.54255929791259
"b0148",4.86863359066658,4.78638400753563,4.62182941976018,5.1770959853322,4.9443950668432,4.89037671635311
"b0149",6.07341340646165,5.99634488826455,5.87556193346854,6.01463227208991,5.94411452710944,5.98774688338942
"b0150",6.4102111712559,6.4960113231527,6.33307425744905,6.55079203749009,6.5194434809924,6.49583441186604
"b0151",4.86706659136899,5.04573377537172,4.88872647219943,5.33446098171927,5.07577332780061,5.08640862550278
"b0152",4.64033504932339,4.56382308885419,4.45340928372221,4.65529848370197,4.55831459509113,4.44500441247027
"b0153",3.61111712354364,3.61829559831227,3.32969786454269,3.6473429733485,3.20338924011347,3.04326336956917
"b0154",8.24623538426565,8.06888371918353,7.9767697868337,8.69084377296748,8.56247341774174,8.53278545745193
"b0155",4.9964611261919,4.71913042424265,4.75518893214413,5.46862496369653,5.41144144678831,5.38414496068865
"b0156",9.75033809622124,9.75296159678912,9.67102957379084,9.95082278500299,10.1220453261475,10.0455366219443
"b0157",5.66379269428071,5.55217516011894,5.37027149800893,5.28921556479658,5.21495736954113,5.1960238668942
"b0158",4.93215965551974,5.12303489102521,4.57818399310272,4.5381570436857,4.34261240164918,4.22183642412291
"b0159",8.45066917959174,8.44276386512952,8.37780899530462,8.61589527598826,8.5876249483641,8.59029333267092
"b0160",4.33410947810457,4.17959850640753,4.12749649850556,6.50737186407938,6.39239994907139,6.27886515249897
"b0161",6.10420356613066,6.18851023052361,6.07376217046447,7.14226427023743,7.10646709962394,7.1573342997153
"b0162",2.15753369393812,2.24937081460262,2.52175680667459,2.97872558043581,2.65885874678509,2.75500612919219
"b0163",5.97818709992363,6.31308509575583,6.00555548254662,8.20992266313844,8.14241869263902,8.28326469770507
"b0164",2.00747055900534,2.14952152078833,2.4808782010868,4.3132161211662,4.14158979190662,4.38941776248414
"b0166",9.21932077022247,9.22755257348819,9.13480501306101,10.4851499176987,10.4571682765608,10.3657812225357
"b0167",4.34073073985198,4.28127239867878,4.44230988765782,5.02041308340319,5.11206959007168,5.10984753138815
"b0168",8.81655783154239,8.69310829977665,8.66653794679738,8.76202947348848,8.81559608251474,8.804105505953
"b0169",13.0047167522711,13.0654599630163,13.0612131415189,12.7266175064249,12.7703816164857,12.7755457178962
"b0170",11.6888340426451,11.8137384682779,11.8374204890447,11.6010379695108,11.672334521442,11.6636479929708
"b0171",8.2662979374003,8.34154969043009,8.39108678829118,8.06467554824993,7.92801313979146,7.94724563482591
"b0172",10.247631905168,10.2717016822973,10.2030238418138,10.6093298658125,10.6159444720744,10.5848547487999
"b0173",5.46984398650826,5.75304347470945,5.73094536329052,5.52190146874837,5.38527738778621,5.36013617623431
"b0174",7.85173341978797,7.85200276150498,7.76753762089608,6.97728542701266,7.14270315809199,7.20674720894235
"b0175",7.43380913669544,7.32607718436184,7.3490555999909,6.8390644114482,6.75405469663538,6.75876967075594
"b0176",7.22431137800188,7.21543180192185,7.1818382117503,7.30847216407799,7.35028669911989,7.44146228404121
"b0177",7.98858973619437,7.93893006409999,8.02922594017906,8.42676151067491,8.54434329457987,8.62464407932781
"b0178",9.41495229068103,9.29949787833475,9.40092435001328,10.2038719978202,10.2538551718002,10.3172999321928
"b0179",9.38694520239367,9.47730134006527,9.41443127456979,9.35274311602239,9.38809030032148,9.35989293160715
"b0180",9.70266381071739,9.6515662296351,9.62321668365097,9.3639760674964,9.41278670141649,9.42013138312351
"b0181",9.12787724629449,9.02704849120007,8.94373791030148,8.81062427024033,8.73791517273953,8.74314133713989
"b0182",7.36305570326292,7.35109384201902,7.18494923470551,6.79267392399104,6.73594265778282,6.5251127908329
"b0183",6.54882955094024,6.63288007893137,6.44042548187428,5.6951425866116,5.34357342911415,5.33474215442955
"b0184",6.95450945344211,6.81447170051496,6.73640752248667,6.23032146460011,6.20038314252458,6.09220804598391
"b0185",9.31919314799744,9.34778818736015,9.31107758767353,9.35281681566644,9.337379737479,9.31366572575717
"b0186",2.67236184276707,2.79639202902984,2.87204718351617,3.64968875751646,3.31375295148292,3.54130320270267
"b0187",4.83146878714704,4.83590178257581,4.6782166321457,6.07910733312636,6.11425479223325,5.95400712903799
"b0188",5.35823477301721,5.33816666497934,4.92826456474149,5.8964219345399,5.53238216817217,5.43082800411372
"b0189",6.75719159914955,6.79557442753671,6.64831486407342,8.99209721403976,9.04806699908966,8.95320717169418
"b0190",5.7163633454457,5.58993882687618,5.55822739858351,6.18677969204948,6.15637075688321,6.21892555985411
"b0191",5.05978784714072,4.7885003245018,4.76343068948992,5.24026142374339,5.25288183964381,5.4179816743719
"b0192",5.09089810490499,5.10729457682251,5.0376722667649,5.89461581644148,5.782122734713,5.95739830526451
"b0193",1.35995943412299,1.64730435924263,1.65033400409223,1.88693253574665,2.45283739376336,2.50203015192673
"b0194",9.10141744932887,9.09226401495988,9.07259291837589,8.89165507860758,8.83324032461512,8.79170583054905
"b0195",5.92768008358897,5.85784777632376,5.89299359126264,5.77980489407642,5.67815259483326,5.69136959135995
"b0196",6.78156227332728,6.57630975539602,6.68349714061354,7.16150881742409,7.16283837608907,7.18905796116199
"b0197",8.92913534075669,8.97357311676824,8.93307829001203,9.36460676147691,9.40290760254886,9.40994526915233
"b0198",7.69952396159754,7.9427120540048,7.82076514116301,7.07073493702078,7.10309194790164,7.06347379239405
"b0199",7.51201495649548,7.76123920189505,7.69157446477932,6.41964153350933,6.37331867360536,6.36907987914074
"b0200",5.94388879699393,5.82444913010331,5.85349850303165,6.68169667405895,6.59419035056424,6.71119189375884
"b0207",4.72251540863169,4.76857043088815,4.89021212067466,5.70059500724499,5.53625086664861,5.6484298555626
"b0208",4.5349059218294,4.4015260407482,4.48749570681818,6.37888384281976,6.45422513897561,6.49396803946477
"b0209",5.77439361660845,5.74018926948521,5.69809368033667,7.64865185692558,7.63669009367342,7.64708549794165
"b0210",4.10023058122943,3.97769570301891,3.97848374142226,4.75970889727868,4.31014742496694,4.63383766240547
"b0211",7.80769157603366,7.90182212051981,7.80750650267622,6.63799518246642,6.8473693119784,6.7013680037599
"b0212",5.10885781571472,4.91428150736416,4.92149023628138,6.45588006008991,6.49724865748647,6.48975023898801
"b0213",4.71171207146983,4.7649808960219,4.77095239061426,6.02244706765311,5.90677755436946,5.94719342342406
"b0214",6.1792828342515,6.23324487627393,6.13066856485451,6.50061076766877,6.44475646554575,6.52067802377779
"b0215",6.71897745253987,6.69127095482531,6.57200734757512,6.74725075743247,6.82331958276747,6.85542138013521
"b0217",3.09834212855263,3.46020032512846,3.4065215316882,2.88942000431848,2.63657279025058,2.85184420829575
"b0218",1.05969555323358,0.366725331913202,0.349577910157191,0.987734715152534,1.10245740724824,1.11340964719747
"b0219",3.72656128622301,4.0504010424842,3.89329124016204,5.64624842029571,5.6876001110515,5.57512102746892
"b0220",6.34649858048832,6.43476620156467,6.20843540010603,7.91914390785709,8.1600673080098,8.0603609514437
"b0221",2.28166098151073,2.25400995820687,2.29061886173854,3.74135548108659,3.74685480275714,3.4822641985517
"b0222",7.77330990688208,7.75308111194091,7.66825455815917,8.74071222537638,8.69039698980795,8.63656984506226
"b0223",6.68628365220351,6.69210215673286,6.63353106300516,7.58263599178857,7.48686400514969,7.63061930996924
"b0224",7.39757111785273,7.27374268168566,7.2549029642906,7.20980767714507,7.18085265999589,7.18128568704362
"b0225",5.29875357655929,4.66807058647527,5.22724592013374,6.07034593958847,5.92241198657793,6.05438776296378
"b0226",5.98272502415556,6.18934383550943,5.71979095166132,6.85890202244692,6.98189810729397,6.81113115972492
"b0227",1.84192218550795,1.48211159539528,1.36090155404871,2.04410651077622,2.69347186403947,2.61604734100753
"b0228",3.09105155864746,3.04744569633309,3.41127463934686,4.89150204803012,4.88421343798919,4.83530667616102
"b0229",0.748072374767962,0.626729484382331,0.363278152622782,0.496373891941769,0.969716108476237,0.571495097735765
"b0230",0.891259915877211,1.40189452210192,1.35390179162357,1.73316409903094,1.29087061767679,1.5489059366613
"b0231",4.22907850847692,4.06885689699306,4.07724847388083,4.45058361327806,4.58041618494361,4.49675424791626
"b0232",3.41296607905256,4.31951026732418,4.24550551809027,4.72524646855864,4.82679605051533,4.66436483315498
"b0233",4.20720253139383,4.02529176870355,3.9521924484531,4.4084721257375,4.77363372846961,4.24518912792763
"b0234",3.25576022024211,3.20414632789619,2.90425141587753,3.29065229844364,3.53030981319818,3.47154677972837
"b0235",0.697944844236768,0.997315623736417,1.52990959412564,0,0.729591871146347,1.586247016967
"b0236",0.599890549417015,0.498559448771339,0.476197731615722,0.95215755282124,0,0.698080087997838
"b0237",8.2399334664917,8.22290574126266,8.24930858002033,9.39798357673228,9.34081484907914,9.37678863137377
"b0238",9.62599414113805,9.38311958922494,9.35919237946093,8.10677304159228,8.16341312068797,8.25926689931259
"b0239",5.40742757595048,5.33389433260968,5.38569912812398,6.08822489481179,6.0715106829444,6.02283874866387
"b0240_0",7.31447092452219,6.66867501700543,6.48568391723913,8.66205477614548,7.94414393367359,7.94768748866129
"b0240_1",9.24868579010521,9.24201932942066,9.2569969937489,11.1472727513535,11.1655040530586,11.0751394765448
"b0241",2.78177514624025,2.04852488029286,2.79564556600138,3.16848764833429,2.97533576809194,3.06853933168388
"b0242",7.51479378318475,7.4154848072037,7.36462482542098,7.98683118378224,7.72360360523092,7.64415957381306
"b0243",7.36778640300356,7.3710616658081,7.25932392002293,8.01156319066473,7.88109516711231,7.73983997074034
"b0245",1.70656886638351,0.930729113469152,0.652928820023748,0,1.76330141250547,1.64398768998747
"b0246",0.491281321482555,0,0,0,0,0
"b0247",0,0,0,0,0.894682692297812,0
"b0248",0,0,0,0,0.375853815586095,0
"b0249",0.620113257390754,0,0,1.29884962719011,1.09497525002854,0.518144181828895
"b0250",3.68542805590937,3.92021077098749,4.11478249862889,6.1300453953901,6.11486100570462,6.02123251200866
"b0251",2.49905738485253,2.00967200680412,2.70366846726363,3.74312160535812,3.89178411566073,3.71907901464497
"b0252",1.27216760798951,0.704416662873657,0.966548712638152,1.09784259101976,0.735840509144474,1.17973901774795
"b0253",3.40262499589794,3.11539776483258,2.90077907826291,3.69317693595471,3.34757753515776,2.97495800991117
"b0254",2.11295836603048,2.30338602077384,2.2415210629032,2.73037062686679,2.55942457751036,2.58576158792601
"b0256",2.33363620304717,2.2552872361868,2.0823902154758,3.42862401813756,3.4244008128749,3.7018328828025
"b0258",2.86821075181562,2.84123820622883,2.84715574808465,3.32070399195548,3.40988355311721,3.33751664046567
"b0259",6.27669902846062,6.35786685120489,6.37936679288155,6.14638190828078,6.29881786374927,6.10053018874812
"b0260",3.15729414682629,3.0786715103753,2.97208482422098,2.41733373899855,2.45473229469105,2.69708407101833
"b0261",3.38158097073543,3.11345360018194,2.37957140890904,4.53802089103428,4.29387024249749,4.11092116691816
"b0262",1.2377925314171,1.57403068439649,1.14901477042245,1.42174653783063,1.43198602347158,0.995442799099255
"b0263",1.07892294776346,1.31291594976495,1.42629222323219,1.0060610844749,0.83553888508268,1.13328055959707
"b0264",2.67393068660018,2.16606427076389,2.50207415723167,2.37335560120858,2.08849910561962,2.29810089461911
"b0265",3.23414930368242,3.77798595110382,3.74446148252048,3.90457099255366,3.79178888898252,3.86139018020124
"b0266",4.67980584263708,4.68557618849549,4.49388434411249,6.35059090340656,6.40779548087624,6.31484362508102
"b0267",0.291489350148332,0.442039703401325,0.421857530641132,0.936089889460252,0.774460483245105,0.856603654903825
"b0268",2.54481250354026,1.90020392515455,1.96806000128916,2.73817785199782,2.64739729691048,2.14833297754834
"b0269",1.83323167031658,1.79628578804473,1.29025771292602,2.31957603981866,1.59277661664537,1.68766498120032
"b0270",1.56739067129977,1.27645943426112,1.18690449199105,2.07759105767177,2.05842138863724,1.83119909566388
"b0271",1.08675677928792,1.15137116283386,0.841253937770284,2.48150777612259,1.92695965556993,1.48998742707747
"b0272",4.55320782129186,4.70516706558283,4.59210302966431,5.31826185687731,4.96633637484156,5.01697370541946
"b0273",3.26591044087968,2.98197860121056,2.89527735890593,5.24665065060642,4.97648088401351,4.77594875491188
"b0274",2.42131167141435,2.29228812114122,1.55765371236438,2.66515683298218,2.68296792550205,1.61454852682589
"b0275",3.43447091354155,3.85459352996298,3.49525994884451,3.86318418768715,3.93851376905036,3.47906609355723
"b0276",2.46655357268249,3.04425146675932,2.39578789515392,3.80931568764015,3.61227930414972,3.82681256570628
"b0277",3.62459265313614,3.75906996472745,3.37549407435205,3.65327150555083,3.77014931974075,3.73022160407224
"b0278",2.28761410520453,2.13895805794334,2.30052471023254,3.35296188289906,2.97176744762788,3.26733451168965
"b0279",1.04145914894076,1.06308360462131,1.31657206496306,1.32626423004362,1.76508369129234,1.06689442818672
"b0280",6.44430484954442,6.49312439794645,6.55196680678522,8.33396686060077,8.28094127463321,8.18970844596605
"b0281",5.62014190041286,5.70844503253808,5.61351378917254,6.66167974813512,6.86678707491279,6.82884767538794
